date_string,eur_to_usd,gbp_to_usd
"Tuesday, Nov 14, 2017",1.3128,1.1764
"Wednesday, Nov 15, 2017",1.3165,1.1794
"Thursday, Nov 16, 2017",1.3197,1.1772
"Friday, Nov 17, 2017",1.3222,1.1799
"Monday, Nov 20, 2017",1.3241,1.1741
"Tuesday, Nov 21, 2017",1.3232,1.1741
"Wednesday, Nov 22, 2017",1.3291,1.1789
"Thursday, Nov 23, 2017",,
"Friday, Nov 24, 2017",1.3336,1.1936
"Monday, Nov 27, 2017",1.3333,1.1911
"Tuesday, Nov 28, 2017",1.3231,1.1878
"Wednesday, Nov 29, 2017",1.3436,1.1858
"Thursday, Nov 30, 2017",1.3506,1.1898
"Friday, Dec 01, 2017",1.3505,1.191
"Monday, Dec 04, 2017",1.3465,1.1848
"Tuesday, Dec 05, 2017",1.345,1.182
"Wednesday, Dec 06, 2017",1.3382,1.1788
"Thursday, Dec 07, 2017",1.3432,1.179
"Friday, Dec 08, 2017",1.3367,1.1761
"Monday, Dec 11, 2017",1.3363,1.1802
"Tuesday, Dec 12, 2017",1.3323,1.1725
"Wednesday, Dec 13, 2017",1.3365,1.1762
"Thursday, Dec 14, 2017",1.344,1.1778
"Friday, Dec 15, 2017",1.3316,1.1778
"Monday, Dec 18, 2017",1.3398,1.1804
"Tuesday, Dec 19, 2017",1.3356,1.1822
"Wednesday, Dec 20, 2017",1.3408,1.1881
"Thursday, Dec 21, 2017",1.3372,1.1872
"Friday, Dec 22, 2017",1.3379,1.1839
"Monday, Dec 25, 2017",,
"Tuesday, Dec 26, 2017",1.3369,1.1867
"Wednesday, Dec 27, 2017",1.3403,1.1902
"Thursday, Dec 28, 2017",1.345,1.1952
"Friday, Dec 29, 2017",1.3529,1.2022
"Monday, Jan 01, 2018",,
"Tuesday, Jan 02, 2018",1.3596,1.205
"Wednesday, Jan 03, 2018",1.3522,1.203
"Thursday, Jan 04, 2018",1.3539,1.2064
"Friday, Jan 05, 2018",1.3562,1.2039
"Monday, Jan 08, 2018",1.3566,1.1973
"Tuesday, Jan 09, 2018",1.3518,1.1922
"Wednesday, Jan 10, 2018",1.3513,1.1958
"Thursday, Jan 11, 2018",1.3543,1.2035
"Friday, Jan 12, 2018",1.3689,1.213
"Monday, Jan 15, 2018",,
"Tuesday, Jan 16, 2018",1.3774,1.2244
"Wednesday, Jan 17, 2018",1.3824,1.2229
"Thursday, Jan 18, 2018",1.3889,1.2238
"Friday, Jan 19, 2018",1.3857,1.2238
"Monday, Jan 22, 2018",1.3944,1.223
"Tuesday, Jan 23, 2018",1.3968,1.2277
"Wednesday, Jan 24, 2018",1.4198,1.239
"Thursday, Jan 25, 2018",1.4264,1.2488
"Friday, Jan 26, 2018",1.4179,1.2422
"Monday, Jan 29, 2018",1.4042,1.2352
"Tuesday, Jan 30, 2018",1.4124,1.239
"Wednesday, Jan 31, 2018",1.419,1.2428
"Thursday, Feb 01, 2018",1.4247,1.2482
"Friday, Feb 02, 2018",1.4126,1.2446
"Monday, Feb 05, 2018",1.4022,1.2418
"Tuesday, Feb 06, 2018",1.3951,1.2381
"Wednesday, Feb 07, 2018",1.3881,1.2281
"Thursday, Feb 08, 2018",1.3915,1.2238
"Friday, Feb 09, 2018",1.3794,1.2226
"Monday, Feb 12, 2018",1.382,1.2267
"Tuesday, Feb 13, 2018",1.3892,1.2363
"Wednesday, Feb 14, 2018",1.3955,1.2396
"Thursday, Feb 15, 2018",1.4061,1.2482
"Friday, Feb 16, 2018",1.4055,1.2442
"Monday, Feb 19, 2018",,
"Tuesday, Feb 20, 2018",1.4021,1.2348
"Wednesday, Feb 21, 2018",1.3946,1.2314
"Thursday, Feb 22, 2018",1.3939,1.2326
"Friday, Feb 23, 2018",1.3979,1.2298
"Monday, Feb 26, 2018",1.3952,1.2296
"Tuesday, Feb 27, 2018",1.3906,1.2239
"Wednesday, Feb 28, 2018",1.3794,1.2211
"Thursday, Mar 01, 2018",1.3755,1.2216
"Friday, Mar 02, 2018",1.3769,1.2314
"Monday, Mar 05, 2018",1.3856,1.233
"Tuesday, Mar 06, 2018",1.3886,1.2415
"Wednesday, Mar 07, 2018",1.3888,1.2397
"Thursday, Mar 08, 2018",1.3824,1.2314
"Friday, Mar 09, 2018",1.3863,1.2326
"Monday, Mar 12, 2018",1.3898,1.2318
"Tuesday, Mar 13, 2018",1.3987,1.2398
"Wednesday, Mar 14, 2018",1.3946,1.2362
"Thursday, Mar 15, 2018",1.3951,1.2321
"Friday, Mar 16, 2018",1.3919,1.228
"Monday, Mar 19, 2018",1.4032,1.2329
"Tuesday, Mar 20, 2018",1.4013,1.2271
"Wednesday, Mar 21, 2018",1.4064,1.2268
"Thursday, Mar 22, 2018",1.4098,1.231
"Friday, Mar 23, 2018",1.4151,1.236
"Monday, Mar 26, 2018",1.4236,1.244
"Tuesday, Mar 27, 2018",1.4161,1.241
"Wednesday, Mar 28, 2018",1.411,1.2351
"Thursday, Mar 29, 2018",1.4029,1.2297
"Friday, Mar 30, 2018",1.4027,1.232
"Monday, Apr 02, 2018",1.4032,1.2288
"Tuesday, Apr 03, 2018",1.4068,1.2261
"Wednesday, Apr 04, 2018",1.4076,1.2292
"Thursday, Apr 05, 2018",1.3991,1.223
"Friday, Apr 06, 2018",1.4088,1.2274
"Monday, Apr 09, 2018",1.4136,1.232
"Tuesday, Apr 10, 2018",1.4161,1.2338
"Wednesday, Apr 11, 2018",1.4194,1.2384
"Thursday, Apr 12, 2018",1.4244,1.232
"Friday, Apr 13, 2018",1.4255,1.2322
"Monday, Apr 16, 2018",1.4332,1.2373
"Tuesday, Apr 17, 2018",1.4301,1.2345
"Wednesday, Apr 18, 2018",1.4227,1.238
"Thursday, Apr 19, 2018",1.4193,1.2336
"Friday, Apr 20, 2018",1.4033,1.2282
"Monday, Apr 23, 2018",1.3953,1.2216
"Tuesday, Apr 24, 2018",1.3975,1.2226
"Wednesday, Apr 25, 2018",1.3941,1.2178
"Thursday, Apr 26, 2018",1.3927,1.2113
"Friday, Apr 27, 2018",1.3785,1.2108
"Monday, Apr 30, 2018",1.3751,1.2074
"Tuesday, May 01, 2018",1.3611,1.2
"Wednesday, May 02, 2018",1.361,1.1968
"Thursday, May 03, 2018",1.3569,1.197
"Friday, May 04, 2018",1.3535,1.1946
"Monday, May 07, 2018",1.3567,1.1927
"Tuesday, May 08, 2018",1.3521,1.1863
"Wednesday, May 09, 2018",1.3567,1.1852
"Thursday, May 10, 2018",1.3487,1.1896
"Friday, May 11, 2018",1.3549,1.1951
"Monday, May 14, 2018",1.3595,1.1976
"Tuesday, May 15, 2018",1.3512,1.1864
"Wednesday, May 16, 2018",1.3478,1.1788
"Thursday, May 17, 2018",1.3507,1.1798
"Friday, May 18, 2018",1.3476,1.1775
"Monday, May 21, 2018",1.3418,1.1768
"Tuesday, May 22, 2018",1.3445,1.1783
"Wednesday, May 23, 2018",1.3341,1.1693
"Thursday, May 24, 2018",1.3384,1.1729
"Friday, May 25, 2018",1.3321,1.1666
"Monday, May 28, 2018",,
"Tuesday, May 29, 2018",1.3258,1.1551
"Wednesday, May 30, 2018",1.3296,1.1664
"Thursday, May 31, 2018",1.3289,1.167
"Friday, Jun 01, 2018",1.3358,1.1679
"Monday, Jun 04, 2018",1.3314,1.1696
"Tuesday, Jun 05, 2018",1.336,1.1672
"Wednesday, Jun 06, 2018",1.3429,1.1778
"Thursday, Jun 07, 2018",1.3427,1.1815
"Friday, Jun 08, 2018",1.3406,1.1773
"Monday, Jun 11, 2018",1.3386,1.1802
"Tuesday, Jun 12, 2018",1.3416,1.1792
"Wednesday, Jun 13, 2018",1.3378,1.1784
"Thursday, Jun 14, 2018",1.3333,1.1634
"Friday, Jun 15, 2018",1.3283,1.1616
"Monday, Jun 18, 2018",1.3247,1.1606
"Tuesday, Jun 19, 2018",1.3172,1.1577
"Wednesday, Jun 20, 2018",1.3213,1.1592
"Thursday, Jun 21, 2018",1.3251,1.16
"Friday, Jun 22, 2018",1.3258,1.163
"Monday, Jun 25, 2018",1.3273,1.1694
"Tuesday, Jun 26, 2018",1.3243,1.1675
"Wednesday, Jun 27, 2018",1.3139,1.1588
"Thursday, Jun 28, 2018",1.3095,1.1582
"Friday, Jun 29, 2018",1.3197,1.1677
"Monday, Jul 02, 2018",1.3133,1.1604
"Tuesday, Jul 03, 2018",1.3174,1.1653
"Wednesday, Jul 04, 2018",,
"Thursday, Jul 05, 2018",1.3228,1.1697
"Friday, Jul 06, 2018",1.3262,1.1738
"Monday, Jul 09, 2018",1.3202,1.1744
"Tuesday, Jul 10, 2018",1.3266,1.1728
"Wednesday, Jul 11, 2018",1.3241,1.1722
"Thursday, Jul 12, 2018",1.3238,1.1692
"Friday, Jul 13, 2018",1.3216,1.1667
"Monday, Jul 16, 2018",1.3236,1.171
"Tuesday, Jul 17, 2018",1.3161,1.1664
"Wednesday, Jul 18, 2018",1.305,1.1645
"Thursday, Jul 19, 2018",1.2987,1.1604
"Friday, Jul 20, 2018",1.3114,1.1708
"Monday, Jul 23, 2018",1.3105,1.1702
"Tuesday, Jul 24, 2018",1.3135,1.1684
"Wednesday, Jul 25, 2018",1.315,1.1677
"Thursday, Jul 26, 2018",1.3119,1.1654
"Friday, Jul 27, 2018",1.3118,1.166
"Monday, Jul 30, 2018",1.314,1.1718
"Tuesday, Jul 31, 2018",1.3125,1.1706
"Wednesday, Aug 01, 2018",1.312,1.1666
"Thursday, Aug 02, 2018",1.3035,1.1612
"Friday, Aug 03, 2018",1.3021,1.1597
"Monday, Aug 06, 2018",1.2947,1.1564
"Tuesday, Aug 07, 2018",1.2957,1.1597
"Wednesday, Aug 08, 2018",1.288,1.1598
"Thursday, Aug 09, 2018",1.287,1.1566
"Friday, Aug 10, 2018",1.2769,1.1399
"Monday, Aug 13, 2018",1.2757,1.1396
"Tuesday, Aug 14, 2018",1.2738,1.1351
"Wednesday, Aug 15, 2018",1.2685,1.1332
"Thursday, Aug 16, 2018",1.2722,1.1388
"Friday, Aug 17, 2018",1.2735,1.141
"Monday, Aug 20, 2018",1.2765,1.1438
"Tuesday, Aug 21, 2018",1.286,1.1534
"Wednesday, Aug 22, 2018",1.291,1.1595
"Thursday, Aug 23, 2018",1.283,1.1567
"Friday, Aug 24, 2018",1.2858,1.1625
"Monday, Aug 27, 2018",1.2891,1.1676
"Tuesday, Aug 28, 2018",1.2886,1.172
"Wednesday, Aug 29, 2018",1.3006,1.1699
"Thursday, Aug 30, 2018",1.2997,1.1646
"Friday, Aug 31, 2018",1.2964,1.1596
"Monday, Sep 03, 2018",,
"Tuesday, Sep 04, 2018",1.2833,1.1566
"Wednesday, Sep 05, 2018",1.2903,1.162
"Thursday, Sep 06, 2018",1.2933,1.1624
"Friday, Sep 07, 2018",1.2934,1.1572
"Monday, Sep 10, 2018",1.3026,1.1604
"Tuesday, Sep 11, 2018",1.3015,1.1591
"Wednesday, Sep 12, 2018",1.3029,1.1626
"Thursday, Sep 13, 2018",1.3104,1.1672
"Friday, Sep 14, 2018",1.3084,1.1656
"Monday, Sep 17, 2018",1.3146,1.1687
"Tuesday, Sep 18, 2018",1.3158,1.1693
"Wednesday, Sep 19, 2018",1.3162,1.1685
"Thursday, Sep 20, 2018",1.3237,1.1744
"Friday, Sep 21, 2018",1.3067,1.1739
"Monday, Sep 24, 2018",1.3128,1.1773
"Tuesday, Sep 25, 2018",1.3162,1.177
"Wednesday, Sep 26, 2018",1.3182,1.1758
"Thursday, Sep 27, 2018",1.3104,1.167
"Friday, Sep 28, 2018",1.3053,1.1622
"Monday, Oct 01, 2018",1.3032,1.1567
"Tuesday, Oct 02, 2018",1.2984,1.156
"Wednesday, Oct 03, 2018",1.2993,1.1525
"Thursday, Oct 04, 2018",1.3014,1.1508
"Friday, Oct 05, 2018",1.3101,1.1502
"Monday, Oct 08, 2018",,
"Tuesday, Oct 09, 2018",1.3139,1.1482
"Wednesday, Oct 10, 2018",1.3206,1.1541
"Thursday, Oct 11, 2018",1.3193,1.1565
"Friday, Oct 12, 2018",1.3154,1.1559
"Monday, Oct 15, 2018",1.3168,1.1594
"Tuesday, Oct 16, 2018",1.321,1.1593
"Wednesday, Oct 17, 2018",1.3137,1.154
"Thursday, Oct 18, 2018",1.3061,1.1494
"Friday, Oct 19, 2018",1.3045,1.1513
"Monday, Oct 22, 2018",1.2974,1.1467
"Tuesday, Oct 23, 2018",1.2982,1.148
"Wednesday, Oct 24, 2018",1.2898,1.1389
"Thursday, Oct 25, 2018",1.2827,1.1374
"Friday, Oct 26, 2018",1.2826,1.1388
"Monday, Oct 29, 2018",1.2807,1.139
"Tuesday, Oct 30, 2018",1.2731,1.1364
"Wednesday, Oct 31, 2018",1.2779,1.1332
"Thursday, Nov 01, 2018",1.2974,1.1396
"Friday, Nov 02, 2018",1.2965,1.1378
"Monday, Nov 05, 2018",1.302,1.1394
"Tuesday, Nov 06, 2018",1.3076,1.1412
"Wednesday, Nov 07, 2018",1.3144,1.1459
"Thursday, Nov 08, 2018",1.3116,1.1416
"Friday, Nov 09, 2018",1.2978,1.1325
"Monday, Nov 12, 2018",,
"Tuesday, Nov 13, 2018",1.3031,1.1288
"Wednesday, Nov 14, 2018",1.3011,1.1312
"Thursday, Nov 15, 2018",1.2749,1.1324
"Friday, Nov 16, 2018",1.2839,1.1402
"Monday, Nov 19, 2018",1.2842,1.1448
"Tuesday, Nov 20, 2018",1.2809,1.1391
"Wednesday, Nov 21, 2018",1.2776,1.1393
"Thursday, Nov 22, 2018",,
"Friday, Nov 23, 2018",1.2804,1.1332
"Monday, Nov 26, 2018",1.2809,1.1336
"Tuesday, Nov 27, 2018",1.2729,1.1281
"Wednesday, Nov 28, 2018",1.2766,1.1286
"Thursday, Nov 29, 2018",1.2789,1.1382
"Friday, Nov 30, 2018",1.2772,1.1323
"Monday, Dec 03, 2018",1.2742,1.1356
"Tuesday, Dec 04, 2018",1.2719,1.1345
"Wednesday, Dec 05, 2018",,
"Thursday, Dec 06, 2018",1.2777,1.1374
"Friday, Dec 07, 2018",1.2749,1.139
"Monday, Dec 10, 2018",1.2558,1.1368
"Tuesday, Dec 11, 2018",1.2524,1.1314
"Wednesday, Dec 12, 2018",1.2658,1.1362
"Thursday, Dec 13, 2018",1.2635,1.1358
"Friday, Dec 14, 2018",1.257,1.13
"Monday, Dec 17, 2018",1.2606,1.1339
"Tuesday, Dec 18, 2018",1.2644,1.1364
"Wednesday, Dec 19, 2018",1.2669,1.1422
"Thursday, Dec 20, 2018",1.265,1.1432
"Friday, Dec 21, 2018",1.2681,1.1402
"Monday, Dec 24, 2018",,
"Tuesday, Dec 25, 2018",,
"Wednesday, Dec 26, 2018",1.2676,1.1408
"Thursday, Dec 27, 2018",1.2627,1.1412
"Friday, Dec 28, 2018",1.2699,1.1445
"Monday, Dec 31, 2018",1.2763,1.1456
"Tuesday, Jan 01, 2019",,
"Wednesday, Jan 02, 2019",1.2598,1.1357
"Thursday, Jan 03, 2019",1.2633,1.1399
"Friday, Jan 04, 2019",1.274,1.141
"Monday, Jan 07, 2019",1.2757,1.1468
"Tuesday, Jan 08, 2019",1.2724,1.1444
"Wednesday, Jan 09, 2019",1.2764,1.1524
"Thursday, Jan 10, 2019",1.2768,1.1517
"Friday, Jan 11, 2019",1.2836,1.1479
"Monday, Jan 14, 2019",,
"Tuesday, Jan 15, 2019",1.2761,1.1392
"Wednesday, Jan 16, 2019",1.2862,1.1408
"Thursday, Jan 17, 2019",1.294,1.1386
"Friday, Jan 18, 2019",1.2898,1.1362
"Monday, Jan 21, 2019",,
"Tuesday, Jan 22, 2019",1.2955,1.1359
"Wednesday, Jan 23, 2019",1.3074,1.139
"Thursday, Jan 24, 2019",1.3027,1.1322
"Friday, Jan 25, 2019",1.3176,1.1407
"Monday, Jan 28, 2019",1.3158,1.1438
"Tuesday, Jan 29, 2019",1.3146,1.1424
"Wednesday, Jan 30, 2019",1.3062,1.1418
"Thursday, Jan 31, 2019",1.3135,1.1454
"Friday, Feb 01, 2019",1.3094,1.1474
"Monday, Feb 04, 2019",1.3068,1.1438
"Tuesday, Feb 05, 2019",1.2947,1.1406
"Wednesday, Feb 06, 2019",1.2956,1.138
"Thursday, Feb 07, 2019",1.2966,1.1357
"Friday, Feb 08, 2019",1.2933,1.1326
"Monday, Feb 11, 2019",1.2862,1.1277
"Tuesday, Feb 12, 2019",1.2887,1.1316
"Wednesday, Feb 13, 2019",1.2865,1.1288
"Thursday, Feb 14, 2019",1.2793,1.1284
"Friday, Feb 15, 2019",1.2857,1.1268
"Monday, Feb 18, 2019",,
"Tuesday, Feb 19, 2019",1.3036,1.1328
"Wednesday, Feb 20, 2019",,
"Thursday, Feb 21, 2019",1.306,1.1338
"Friday, Feb 22, 2019",1.3067,1.1342
"Monday, Feb 25, 2019",1.3059,1.1345
"Tuesday, Feb 26, 2019",1.3252,1.1374
"Wednesday, Feb 27, 2019",1.3318,1.137
"Thursday, Feb 28, 2019",1.3274,1.1379
"Friday, Mar 01, 2019",1.3222,1.1376
"Monday, Mar 04, 2019",1.3186,1.1328
"Tuesday, Mar 05, 2019",1.3141,1.13
"Wednesday, Mar 06, 2019",1.3148,1.132
"Thursday, Mar 07, 2019",1.3107,1.1214
"Friday, Mar 08, 2019",1.301,1.1243
"Monday, Mar 11, 2019",1.3095,1.1226
"Tuesday, Mar 12, 2019",1.3101,1.1276
"Wednesday, Mar 13, 2019",1.323,1.131
"Thursday, Mar 14, 2019",1.3281,1.1304
"Friday, Mar 15, 2019",1.3278,1.1326
"Monday, Mar 18, 2019",1.3223,1.1337
"Tuesday, Mar 19, 2019",1.3263,1.1346
"Wednesday, Mar 20, 2019",1.3191,1.1352
"Thursday, Mar 21, 2019",1.3073,1.1361
"Friday, Mar 22, 2019",1.3219,1.1282
"Monday, Mar 25, 2019",1.3203,1.1324
"Tuesday, Mar 26, 2019",1.3215,1.128
"Wednesday, Mar 27, 2019",1.3192,1.125
"Thursday, Mar 28, 2019",1.3088,1.1236
"Friday, Mar 29, 2019",1.3032,1.1228
"Monday, Apr 01, 2019",1.3144,1.121
"Tuesday, Apr 02, 2019",1.3035,1.1186
"Wednesday, Apr 03, 2019",1.3181,1.1242
"Thursday, Apr 04, 2019",1.3072,1.1216
"Friday, Apr 05, 2019",1.301,1.1217
"Monday, Apr 08, 2019",1.3048,1.1262
"Tuesday, Apr 09, 2019",1.3048,1.1278
"Wednesday, Apr 10, 2019",1.31,1.1266
"Thursday, Apr 11, 2019",1.3068,1.1262
"Friday, Apr 12, 2019",1.3086,1.1304
"Monday, Apr 15, 2019",1.3105,1.1304
"Tuesday, Apr 16, 2019",1.3049,1.1293
"Wednesday, Apr 17, 2019",1.3036,1.1297
"Thursday, Apr 18, 2019",1.3003,1.1241
"Friday, Apr 19, 2019",1.3003,1.1246
"Monday, Apr 22, 2019",1.2983,1.1258
"Tuesday, Apr 23, 2019",1.2943,1.1213
"Wednesday, Apr 24, 2019",1.2947,1.1192
"Thursday, Apr 25, 2019",1.2901,1.114
"Friday, Apr 26, 2019",1.293,1.1154
"Monday, Apr 29, 2019",1.2924,1.1166
"Tuesday, Apr 30, 2019",1.303,1.1201
"Wednesday, May 01, 2019",1.3091,1.1246
"Thursday, May 02, 2019",1.3032,1.1184
"Friday, May 03, 2019",1.3139,1.1186
"Monday, May 06, 2019",1.3093,1.1197
"Tuesday, May 07, 2019",1.3052,1.1178
"Wednesday, May 08, 2019",1.3014,1.1206
"Thursday, May 09, 2019",1.3013,1.1228
"Friday, May 10, 2019",1.3036,1.1241
"Monday, May 13, 2019",1.2961,1.1232
"Tuesday, May 14, 2019",1.2921,1.1207
"Wednesday, May 15, 2019",1.2878,1.1208
"Thursday, May 16, 2019",1.2803,1.1178
"Friday, May 17, 2019",1.2723,1.1166
"Monday, May 20, 2019",1.2718,1.117
"Tuesday, May 21, 2019",1.2747,1.1158
"Wednesday, May 22, 2019",1.2674,1.1156
"Thursday, May 23, 2019",1.2666,1.1172
"Friday, May 24, 2019",1.27,1.1197
"Monday, May 27, 2019",,
"Tuesday, May 28, 2019",1.2668,1.1177
"Wednesday, May 29, 2019",1.2631,1.1136
"Thursday, May 30, 2019",1.2619,1.114
"Friday, May 31, 2019",1.262,1.1149
"Monday, Jun 03, 2019",1.2621,1.1206
"Tuesday, Jun 04, 2019",1.2675,1.1236
"Wednesday, Jun 05, 2019",1.2706,1.1242
"Thursday, Jun 06, 2019",1.2713,1.1294
"Friday, Jun 07, 2019",1.274,1.1324
"Monday, Jun 10, 2019",1.2684,1.1311
"Tuesday, Jun 11, 2019",1.2724,1.1316
"Wednesday, Jun 12, 2019",1.2693,1.131
"Thursday, Jun 13, 2019",1.2678,1.1275
"Friday, Jun 14, 2019",1.2601,1.1217
"Monday, Jun 17, 2019",1.2568,1.1235
"Tuesday, Jun 18, 2019",1.2547,1.1196
"Wednesday, Jun 19, 2019",1.2625,1.1214
"Thursday, Jun 20, 2019",1.27,1.1284
"Friday, Jun 21, 2019",1.2703,1.1328
"Monday, Jun 24, 2019",1.2728,1.1393
"Tuesday, Jun 25, 2019",1.2721,1.1386
"Wednesday, Jun 26, 2019",1.2697,1.139
"Thursday, Jun 27, 2019",1.2674,1.1372
"Friday, Jun 28, 2019",1.2704,1.1374
"Monday, Jul 01, 2019",1.2644,1.1307
"Tuesday, Jul 02, 2019",1.2599,1.1301
"Wednesday, Jul 03, 2019",1.2568,1.1275
"Thursday, Jul 04, 2019",,
"Friday, Jul 05, 2019",1.2506,1.1216
"Monday, Jul 08, 2019",1.2503,1.1208
"Tuesday, Jul 09, 2019",1.2463,1.121
"Wednesday, Jul 10, 2019",1.2507,1.126
"Thursday, Jul 11, 2019",1.2549,1.1261
"Friday, Jul 12, 2019",1.2553,1.1254
"Monday, Jul 15, 2019",1.2523,1.126
"Tuesday, Jul 16, 2019",1.2408,1.1212
"Wednesday, Jul 17, 2019",1.2438,1.1232
"Thursday, Jul 18, 2019",1.2494,1.1228
"Friday, Jul 19, 2019",1.25,1.122
"Monday, Jul 22, 2019",1.2475,1.1214
"Tuesday, Jul 23, 2019",1.2449,1.1156
"Wednesday, Jul 24, 2019",1.2498,1.1141
"Thursday, Jul 25, 2019",1.2471,1.1156
"Friday, Jul 26, 2019",1.2387,1.1121
"Monday, Jul 29, 2019",1.2236,1.1142
"Tuesday, Jul 30, 2019",1.2148,1.1148
"Wednesday, Jul 31, 2019",1.222,1.113
"Thursday, Aug 01, 2019",1.2145,1.1062
"Friday, Aug 02, 2019",1.2132,1.1112
"Monday, Aug 05, 2019",1.2165,1.1197
"Tuesday, Aug 06, 2019",1.2149,1.1196
"Wednesday, Aug 07, 2019",1.2158,1.1236
"Thursday, Aug 08, 2019",1.2138,1.121
"Friday, Aug 09, 2019",1.2085,1.1222
"Monday, Aug 12, 2019",1.207,1.1212
"Tuesday, Aug 13, 2019",1.2067,1.1182
"Wednesday, Aug 14, 2019",1.2068,1.1144
"Thursday, Aug 15, 2019",1.2112,1.1106
"Friday, Aug 16, 2019",1.2152,1.1091
"Monday, Aug 19, 2019",1.2138,1.1096
"Tuesday, Aug 20, 2019",1.2153,1.1092
"Wednesday, Aug 21, 2019",1.2142,1.1098
"Thursday, Aug 22, 2019",1.225,1.1089
"Friday, Aug 23, 2019",1.2261,1.1148
"Monday, Aug 26, 2019",1.2232,1.1112
"Tuesday, Aug 27, 2019",1.2288,1.1094
"Wednesday, Aug 28, 2019",1.2248,1.1084
"Thursday, Aug 29, 2019",1.2197,1.1059
"Friday, Aug 30, 2019",1.2166,1.0989
"Monday, Sep 02, 2019",,
"Tuesday, Sep 03, 2019",1.2086,1.0968
"Wednesday, Sep 04, 2019",1.219,1.1025
"Thursday, Sep 05, 2019",1.2337,1.1038
"Friday, Sep 06, 2019",1.2299,1.1042
"Monday, Sep 09, 2019",1.2368,1.1056
"Tuesday, Sep 10, 2019",1.2355,1.1042
"Wednesday, Sep 11, 2019",1.2329,1.1001
"Thursday, Sep 12, 2019",1.2357,1.1074
"Friday, Sep 13, 2019",1.2462,1.1074
"Monday, Sep 16, 2019",1.2423,1.1006
"Tuesday, Sep 17, 2019",1.2493,1.1063
"Wednesday, Sep 18, 2019",1.2478,1.1061
"Thursday, Sep 19, 2019",1.2481,1.1046
"Friday, Sep 20, 2019",1.2489,1.1004
"Monday, Sep 23, 2019",1.2428,1.0991
"Tuesday, Sep 24, 2019",1.2475,1.0999
"Wednesday, Sep 25, 2019",1.2363,1.0949
"Thursday, Sep 26, 2019",1.2343,1.0938
"Friday, Sep 27, 2019",1.2312,1.0942
"Monday, Sep 30, 2019",1.2305,1.0905
"Tuesday, Oct 01, 2019",1.2242,1.0932
"Wednesday, Oct 02, 2019",1.2313,1.0951
"Thursday, Oct 03, 2019",1.239,1.0991
"Friday, Oct 04, 2019",1.2309,1.0974
"Monday, Oct 07, 2019",1.2322,1.0984
"Tuesday, Oct 08, 2019",1.2206,1.0949
"Wednesday, Oct 09, 2019",1.2215,1.0978
"Thursday, Oct 10, 2019",1.2382,1.1018
"Friday, Oct 11, 2019",1.2683,1.1039
"Monday, Oct 14, 2019",,
"Tuesday, Oct 15, 2019",1.2737,1.1036
"Wednesday, Oct 16, 2019",1.2854,1.1075
"Thursday, Oct 17, 2019",1.2853,1.1129
"Friday, Oct 18, 2019",1.2904,1.1155
"Monday, Oct 21, 2019",1.2983,1.1145
"Tuesday, Oct 22, 2019",1.2948,1.1138
"Wednesday, Oct 23, 2019",1.2886,1.1118
"Thursday, Oct 24, 2019",1.281,1.1098
"Friday, Oct 25, 2019",1.2833,1.1081
"Monday, Oct 28, 2019",1.286,1.1094
"Tuesday, Oct 29, 2019",1.2905,1.1117
"Wednesday, Oct 30, 2019",1.2872,1.1123
"Thursday, Oct 31, 2019",1.2939,1.1155
"Friday, Nov 01, 2019",1.295,1.1169
"Monday, Nov 04, 2019",1.2906,1.1144
"Tuesday, Nov 05, 2019",1.287,1.107
"Wednesday, Nov 06, 2019",1.2872,1.1076
"Thursday, Nov 07, 2019",1.2829,1.1045
"Friday, Nov 08, 2019",1.279,1.1019
"Monday, Nov 11, 2019",,
"Tuesday, Nov 12, 2019",1.2855,1.1017
"Wednesday, Nov 13, 2019",1.284,1.1004
"Thursday, Nov 14, 2019",1.2879,1.1016
"Friday, Nov 15, 2019",1.2901,1.1046
"Monday, Nov 18, 2019",1.2965,1.1079
"Tuesday, Nov 19, 2019",1.2926,1.1075
"Wednesday, Nov 20, 2019",1.2918,1.1063
"Thursday, Nov 21, 2019",1.2915,1.1067
"Friday, Nov 22, 2019",1.2829,1.1029
"Monday, Nov 25, 2019",1.2885,1.1009
"Tuesday, Nov 26, 2019",1.285,1.1012
"Wednesday, Nov 27, 2019",1.2881,1.1002
"Thursday, Nov 28, 2019",,
"Friday, Nov 29, 2019",1.2939,1.1019
"Monday, Dec 02, 2019",1.2936,1.1075
"Tuesday, Dec 03, 2019",1.3002,1.1089
"Wednesday, Dec 04, 2019",1.3095,1.1076
"Thursday, Dec 05, 2019",1.3165,1.1104
"Friday, Dec 06, 2019",1.3127,1.1052
"Monday, Dec 09, 2019",1.3157,1.1067
"Tuesday, Dec 10, 2019",1.3178,1.109
"Wednesday, Dec 11, 2019",1.3176,1.1092
"Thursday, Dec 12, 2019",1.3133,1.1115
"Friday, Dec 13, 2019",1.3349,1.1128
"Monday, Dec 16, 2019",1.333,1.1139
"Tuesday, Dec 17, 2019",1.3116,1.1148
"Wednesday, Dec 18, 2019",1.3078,1.1113
"Thursday, Dec 19, 2019",1.3034,1.1128
"Friday, Dec 20, 2019",1.3036,1.1076
"Monday, Dec 23, 2019",1.2917,1.1091
"Tuesday, Dec 24, 2019",1.2955,1.1084
"Wednesday, Dec 25, 2019",,
"Thursday, Dec 26, 2019",1.3007,1.1102
